	sentiment	comment
9359	positive	И цена очень себе бюджетная.
9360	positive	Всем устраивает и очень полюбился, за исключением одного: недавно дочь уронила в школе на каменный пол и экран превратился в паутину! (Но и в этом случае он продолжает работать) Дочь в слёзы (трагедия), успокаиваю её не переживай купим экран и поменяем, не проблема!!! Оказалось еще какая проблема...., на АliExp нет у официалов нет, единственное в одном месте где-то нашел цена вопроса 5 т.р. ну это уже перебор, и тогда решило купить fly tornado slim iq4516 (стоит 5.499 р.) точ такой же аппарат с мизерным различием, но существенно дешевле, а главное есть в продаже и дисплеи и аккумуляторы. Так что при выборе учтите наш опыт и делайте вывод.
9364	positive	Доволен аппаратом полностью.
9365	positive	аппаратом доволен, по крайней мере, я. если играть, тянет все без бэ.. к примеру если инрать в хардстоун или танки, хватит на игр 20 от силы, выводы делайте сами... хотя все говорят что батарея супер... далеко не супер, если работаете сутки, хватьт активного использования часов на 12. потом все... заряжается за 1ч40мин. быстро..
9367	positive	Я выбираю телефон очень тщательно и за свои деньги аппарат на 120% хороший. выглядит дороже чем стоит,особенно алю́миниевая рама,швы антенн не чувствуются как на айфоне, берите не пожалеете.
9368	positive	Очень доволен смартфоном. До этого был Lenovo k900.
9369	positive	Смарт, который не хочется сменить через пол года. Подстраивашь под себя и никаких лишних заморочек.
9370	positive	"Если бы я сейчас покупала смартфон, то выбрала бы BQ Aquarius U plus 3/32, только потому, что у версии 2/16 остается 10Гб свободной памяти, оказалось, что этого немного не хватает.
Думаю взять карту, благо отдельный слот под неё - это позволяет."
9371	positive	утром заключила камера к вечеру пришло обновление установил полет нормальный. аккамулятор бы помощнее
9372	positive	Хорошая модель, полностью оправдывает свои средства! Рекомендую!
9373	positive	Отличный, качественный смарт. Есть все, что нужно. Советую к приобретению.
9374	positive	Гарантия 2 года.
9375	positive	Смартфоном очень довольна! Выглядит прекрасно. Работает без зависаний и глюков. Прекрасная работа незамусоренной системы Андроид. Камера хорошая – снимки получаются что надо)) Звук в наушниках крутой, есть запас по громкости, регулируется на 25 делений примерно (вместо обычных 10). Плеер можно с собой не возить)) В общем, со всех сторон удобен. Довольна, что его выбрала))
9377	negative	"брал для работы интеренете в основном, но ох уж это и тормоз, не реально им пользоваться, что бы позвонить надо ждать черт знает сколько, пропадают контакты, из за чего приходится презагружать его, что не очень то и удобно.
Итог: не советовал бы покупать данный аппарат, но как бюджетный телефон, вполне сойдет."
9378	positive	"Ранее пользовался стареньким Хонором. В принципе, всё в той модели устраивало за исключением быстроты работы. На требовательных ""игрушках"" мог просто зависнуть, надо было перезагружать. Vertex в этом плане меня полностью устраивает, оч. шустрый! Да и батарея большего объема, если Хонор заряжал строго 1 раз в день, этого хватает вдвое больше. Единственный минус, это, пожалуй пластиковый корпус, я им не доверяю... уж больно боязно)"
9379	positive	Телефон соответствует цене
9381	positive	Не так давно приобрела себе такой смартфон. Понравился цвет панели необычный золотистый, порадовала цена, очень бюджетный вариант. Экран то что надо, среднего размера, цветопередача довольно хорошая. Звук громкий и четкий. Поддерживает 2 сим-карты, что очень удобно, можно вторую для звонков по работе сделать. Смартфон стильный и очень легкий. Оптимальное сочетание цена/качество
9382	neutral	"Глюки такого  плана, как: нельзя отключить вызов, потому, что сенсор не реагирует, помогает только блокировка с последующей разблокировкой и начинает работать.
Если установить приложения (в контакте, телеграмм и тому подобное)  очень быстро разряжается батарея, даже на день не хватает. При отключении wi-fi, дня 2 держит."
9383	negative	Телефон вполне хороший но если бы не его батарея и камера было бы всё отлично.
9385	positive	Мне понравился этот телефончик, брала его себе для рабочих целей, в целом оправдал все мои ожидания, как раз таки то, что я и хотела. Есть 2 сим карты, батарея нормально держит, снимки не размытые, фокусировка не плохая. Плюс дизайн красивый,  уж очень мне он понравился когда выбирала телефон, да и сейчас не жалею.
9396	positive	"В целом - оцениваю дивайс на 9 из 10.
Доволен. Качество сборки радует.
Не китаец.
Испанская порода - чувствуется.
В игры на смарте не играю, но запускал несколько: asphalt 8 (на средних настройках), nova 3, angry birds 2 - все работает хорошо. Думаю любые простые простые игрушки заработают без проблем.В браузерах тормозов не наблюдал."
9397	positive	Хороший, не дорогой, не скрипит.
9398	positive	Пользуюсь день и доволен
9400	positive	"Пользуюсь телефоном пол-месяца.
Пока впечатления хорошие.
Телефон удобный, нетормозящий, стабильный.
PS У камер есть особенность: максимальный размер фоток (8 Мп/5 Мп) они выдают только если в настройках поставить соотношение сторон фоток 4:3; если поставить соотношение сторон 16:9, то размер фоток будет максимум 6Мп/2Мп. Возможно, кому-нибудь эта инфа пригодится.;)"
9401	positive	Телефоном пользуюсь всего 3 дня, совсем не жалею,что купила именно его, надеюсь в будущем не подведет меня,а также надеюсь,что в скором времени появятся чехлы и накладки на него.Советую тем,кто планирует преобрести данный аппарат.
9402	negative	Очень неприятно, что через непродолжительное время появились такие дефекты, отдала в магазин по гарантии, через 45 дней будет результат. Впечатление испанец испортил напрочь.
9403	negative	Либо пользуешься одной симкой с картой памяти, но тогда нет выхода в интернет, так как второй слот для сим карты его вообще не поддерживает, либо вставляешь в оба слота две сим карты, и пользуешься 4G интернетом, но остаёшься без своей любимой музыки!!! Согласитесь, выбор КРАЙНЕ не приятный!!!
9404	positive	За свои деньги один из самых достойных аппаратов в продаже у официальных ритейлеров.
9405	positive	За 8к - однозначно лучший выбор, если вы, конечно, не обратите взгляд на абсолютную китайщину. Тут есть 2 года гарантии и возможность связаться с сервисом на русском языке в любое время суток.
9406	positive	Долго выбирала телефон между 2 моделями этим и BQS 5060 Slim, прочитала кучу отзывов и остановилась на этом, очень понравился по функциям и работе. Дополнительно купила пленку стандартную и заказала с Алика чехол-книжку. За такие деньги телефон очень замечательный.
9407	positive	Не телефон а танк какой то! Ещё и с шустрым железом, а не всякие тормоза типа хаммеров, декспэтов и тексетов!
9408	positive	"пока только подумываю о покупке
обзоров насмотрелся вдоволь
одно только в обзорах не понравилось
все тестируют как правило прочность телефона и производительность, производительность в играх и камеру
но почему то никто не тестирует скорость работы интернета и на сколько хорошо телефон будет работать в качестве 4G модема
лично для меня это важно, т к бываю в деревне с ноутом, где нет проводного интернета, а отдельный модем покупать желания нет
а так было бы удобно, подключил телефон и пожалуйста выходи в инет с компа, играй в любимые танки, смотри фильмы, слушай музыку и тд"
9409	positive	"Являюсь пользователем защищённых телефонов/смартфонов с 2012 года. Как по мне - самый лучший аппарат среди представленных на рынке. Даже если отбросить тот факт, что BV6000S уделывает всех по цене.  Смартфон довольно-таки громоздкий (диагональ 4,7 как-никак плюс корпус защищённый), поэтому в кармане занимает много места. Хотя по размерам сравним с 5-дюймовыми незащищёнными собратьями (кроме толщины). Камера немного искажает пропорции (по-моему это болезнь всех короткофокусных мобильных камер). Качество - весьма приемлемое как у фото, так и у видео. 
Отдельное - кнопка SOS. Не просто отсылает сообщение, но и координаты текущего местоположения. Для меня как любителя активного отдыха - очень полезная вещь.
Очень хорошая начинка. Аппарат реально быстрый. Обычно защищённые смартфоны не оснащаются быстродействующими компонентами, однако здесь явное исключение. Я остался доволен.
Рекомендую к покупке."
9410	positive	Рекомендую к покупке!
9416	positive	Отличный аппарат, а за свои деньги это просто единственный мастхэв на рынке. Думал взять айфон 7плюс, но этот его просто затмевает и по цене и по качесвту. ПОсмотрим как дальше будет себя вести. Рекомендую к поку
9417	positive	жалко что тут максимум оценку 5 поставить можно, я бы все 10 дал ему! очень достойный аппарат даже за свои 30 К по сравнению с топовыми флагманами за 60-70К деревянных . по соотношению цена-качество-производительность , ему конкурентов нет!!!!
9418	positive	"В целом - всем доволен. Отмечу, также, упаковку - очень круто сделано, и в плане дизайна, и в плане материалов.
Пересел на него с айфона 5 эс."
9419	positive	приобрел сие чудо не давно, отойти от восторга его владением до сих пор не могу!!!все устраивает  за его цену, пусть и дороже чем в китае,зато официальная!!!
9420	positive	Свой OnePlus 3T брал в Китае с очень хорошей скидкой. Да, вилка не евро, да нет Band 20, но ....Меня это не напрягает. 4G ловит отлично, переходник для зарядки исправляет ситуацию. А телефон шикарнейший. Радует поддержка производителя, каждый месяц выходит новая прошивка с новыми плюшками.
9421	positive	Берите и даже не сомневайтесь. До этого владел Samsung Galaxy S6 Edge и уже было настроился на 7-ку, но в поле зрения попал этот мощнейший красавчик. Не жалею, что взял. И при этом еще как минимум сэкономил большую сумму денег за практически такой же аппарат как Galaxy S7.
9422	positive	Рекомендую к покупке! За свою цену очень даже хороший телефон!
9423	positive	Хотелось бы доработки для такого телефона очень понравился но увы (((
9424	positive	Все досвидания спасибо что прочитали мой отзыв
9425	positive	За свои деньги телефон хороший и при бюджете до 10000₽ лучший вариант, но лучше немного подкопить и купить LeEco le2.
9426	neutral	Неисправность динамика была обнаружена спустя два дня. Телефон сдан и запрошен возврат денег.
9427	positive	Довольно хороший телефон, если придет без заводских косяков!
9428	positive	Стоит дороже своих денег, за такую сумму лучше не найти! рекомендую
9429	positive	я нисколько не пожалел.
9430	negative	"ПРОДОЛЖЕНИЕ НЕДОСТАТКОВ (ограничение на 1к символов) 
7-Создается ощущение того,что оперативная память меньше одного гигабайта.. вместо 2-ух заявленных.
8-Да, больше придирка,чем недостаток,но очень хорошенько остаются отпечатки пальцев по ВСЕМУ устройству.
-------------------------------------------------------------------------------
Можно предположить,что ОЧЕНЬ большой процент брака,смотрите сами. 
-Берегите себя и свои нервы-
я думаю вы поняли,что уже можно выкладывать его из корзины. 
ДА-ДА-ДА,что я хотел за 9000,это же бюджетник, ко-ко-ко? точно не эту скрипящую сковородку.
-------------------------------------------------------------------------------
Всего доброго.
УСТРОЙСТВО БРАЛОСЬ В СЕРЕБРЯНОЙ РАСЦВЕТКЕ ."
9431	positive	"На мой взгляд лучшее соотношение цена качество из ""типа"" официалов."
9432	positive	Приобрел несколько дней назад,заказал его,заказ привезли на 3 дня раньше,что не могло порадовать. Камеры 13 и 5 мг,авто фокус,фото получаются очень красивые. На телефоне стоит 6 андроид,что очень хорошо.Красивый корпус и НЕслозящея задняя крышка.Игры особо тыжелые не запускал,но в hangry shark:EvO и school diving было все красиво и нареканий. Спокойно проигрывает аудиозаписи в качестве FLAC,НО динамик оставляет желать лучшего. Батарея ужасная,тает просто на глазах,но я решил эту проблему просто купив к нему PowerBank. В итоге мы получаем хороший смартфон с большим экраном,относительно мощным процессором и хорошими камерами за небольшую цену. Этот смартфон стоит своих денег и на мой взгляд лучший в этом ценовом сегменте
9433	negative	вообще сейчас это похоже тренд. писать одно, а по факту другое. и комплектующие тоже..разного качества ,поэтому и гарантия  у кого то год на все ..смарт,аккум (название брэнда не пишу,чтоб не подумали ,что реклама..) а у кого то смарт год, аккум пол года, кабель либо 0,либо 3 месяца, зарядное 3 месяца.. Если покупать бесперебойник то математика будет на само устройство 2 года (если это не хлам) на батарею год. поэтому делайте выводы. конечно отсюда и появилась дополнительное предложение : купить гарантию на 2-3 года=+10% от суммы смарта, но не менее 1000руб. если бы ни этот развод с  батареей и памятью ,аппарат очень даже норм был бы.., а так..
9434	positive	Для 7500 это просто замечательный телефон!
9435	positive	"батарея со временем немного разгоняется и дольше держит.
Люди! У кого экран включается во время разговора, просто отключите в умных жестах функцию разблокировки по двойному тапу! И все будет ОК, а то я намучилась первые дни, хорошо что есть умные ребята на 4PDA.
Отличный телефон, будем мужу такой же брать!"
9436	positive	Наверное лучший за такие деньги. Я не пожалел.
9437	positive	ну не смотря на эти недочёты, телефон очень хороший! и за такие деньги ,наврядли можно купить что-то другое с такими же характеристиками.берите не пожалеете!
9438	positive	"Пользуюсь две недели. По мне, так за 7 тысяч - просто подарок!
Батареи спокойно хватает на два дня при среднем уровне разговоров, пользовании навигатором, ежедневником и простыми играми типа ""три в ряд"".  На мой взгляд - это совершенно приемлемо :)"
9439	positive	Приятный телефон, удобно лежит в руке и не скользит,  в черном цвете не видно рамки дисплея (в белом цвете видно черную рамку экрана)
9440	neutral	Ещё в салоне испытывал лте на малой зарядке батареи. Так вот, при 2% зарядки и подключенном зарядном устройстве телефон в режиме лте хлопнул, разрядился. Зарядного питания не хватает на покрытие расходов питания батареи. Увы, факт... А так смарт хороший.
9441	positive	За эти деньги отличный смартфон!!!
9466	positive	советую купить не пожалеете
9467	positive	Телефон хороший если бы не произвольное удаление контактов
9468	positive	отличный смартфон
9469	positive	Разбил один такой нечаянно, купил новый, всё удобно и привычно.
9470	positive	По этой цене аппарат - сказка! Не сколько не пожалел, что его взял! Рекомендую! Самое отличное соотношение цена-качество!
9472	neutral	В первый же день отказал wi-fi.
9473	positive	Телефон хороший. Жене понравился подруги тоже желают приобрести. Посмотрим сколько протянет - чето как-то не верится что за такую цену взяли хороший телефон.
9475	positive	Ну так мне нравится.....достойный телефон......
9487	positive	Хороший смартфон в своей ценовой категории!
9488	positive	В целом телефон свою стоимость оправдывает, советую к покупке!
9489	positive	Очень люблю этот телефон, самая хорошая моя покупка!) Покупайте, не пожалеете!
9490	positive	купил сей девайс(золотого цвета) в замен разбитому айфону 7. хрюшей давно не пользовался. просто напряга с деньгами образовалась. честно сказать телефон порадовал. ни когда бы не подумал что за такую цену можно взять нормальный девайс. камеры  конечно не сказать что тянут на 13 мегапикселей, но давайте не будем забывать что главное не пиксели а все-таки матрица. И тут она довольно таки не плохая!! своей памяти 8GB но фишка с объединением флеш карты супер) поставил Флешку на 16 GB  теперь показывает 22 GB. установил игрули типо GTA SA идет на максималке, Asphalt8 также максимум,  WOT на максималке, но маленько притормаживает, не сильно заметно но есть((( FIFA на максимуме Dead Trigger2 на максимуме. не плохие наушники в комплекте. Да и вообще звучание не плохое) ИТОГ!!! Телефоном абсолютно доволен!!! за такую цену и такое даже не ожидал
9491	positive	Советую данный смартфон для покупки т.к. цена соответствует качеству
9492	positive	"Телефон находиться у меня более 2-ух недель и пока не подводил.
Отличный бюджетный телефон. Советую."
9493	positive	Покупайте,не Бойтесь,Аппарат на самом деле шикарный для своих денег-))))
9494	positive	СУПЕРЬ!!!!!
9495	positive	За такие деньги это очень хороший смартфон, довольна советую брать))
9496	positive	Купил взамен разбитого explay rio, и не пожалел. Те кто говорят, что мол камеры не очень видимо не видели камеры телефонов за 12000 и даже 20000, которые кстати хуже! Потому что фото нужно делать не при нулевом освещении и без соответствующих настроек, а при нормальном! Детали на фото очень чёткие! Играю в WoT blitz на максимальных на 3G, fps 30-40. Тянет многие проги в особенности те что для камер! Совместимость начинки на 5+.
9497	positive	Не оправдал надежд на хорошую камеру, жаль.
9498	positive	Советую телефон!!! Берите, за такую цену такого классного телефона не найдете больше нигде!!! Не пожалеете!
9500	positive	лучший цена-качества.
9501	positive	своих 8т.р стоит. чехлов пока нет.
9503	positive	"Отличный смарт за свою цену! Летает и четко отзывается на клики. 
А самое лучшее, все-таки испанец! Это что-то новое на нашем рынке. А то одни корейцы-китайцы! А тут сразу солнечно! На главном экране - Барселону поставила. Чтобы было еще испанистее!"
9504	positive	Отдельно докупал чехол мягкий чтобы хватило подольше, детские ручки дырявые...
9505	positive	"1. Сборка.... очень понравилось качество сборки, телефон выглядит очень аккуратным, ничего не отваливается. 
2. Экран - отличный, цветопередача радует, чувствительность в порядке, разводы от пальцев почти не остаются. К стати плюшка в виде мерцающего диода меня очень порадовала, не нужно постоянно разблокировать экран что бы посмотреть, написал тебе кто или нету ли пропущенного звонка, под каждое событие настроил определённый цвет и не паришься.
3. Камера - лично я считаю что для телефона за такие деньги камера идеальная, куча настроек, с которыми я потихоньку начинаю разбираться. Сразу хочу сказать тем, кто умничает и ждёт от телефона невозможного - покупайте себе зеркалку и идите в пень.
4. Интерфейс - приятно порадовал, чистый андроид без оболочек и прочей дряни (лично я противник оболочек). Приложения встали как надо, работают стабильно.
5. Батарейка - За 20 часов работы (установка обновления в чуть больше 1ГБ, установка программ, загрузка фоток и музыки с старого телефона, 1 час онлайн-трансляции, настройка всех приложений, соцсети, вацап и прочее) с 80% батарейка просела до 40%. Более чем доволен, думаю при активном пользовании хватит на день минимум.
6. Динамик\микрофон - Собеседника слышно отлично, меня слышно тоже хорошо.
Пользуюсь уже больше месяца, нареканий нет. Жду Нугу!"
9506	positive	"Хорошая модель, рекомендую. 
Выбор смартфона в наше время это всегда компромисс между дорогой  известностью бренда (предсказуемое качество) и низкой ценой неизвестных брендов (непредсказуемое качество). У BQ нет известности и цена не самая низкая. Но зато здесь я уверен, что непопаду впросак. Гарантия большая, сервис отличный, видно что ребята стараются. 
У Саней и Самсы смартфоны с такими характеристиками начинаются от 15 рублей."
9507	positive	Говорят должны обновить до нуги, посмотрим.
9508	positive	Выбирал недорогой Qualcomm
9509	positive	Категорически рекомендую испанца!
9511	negative	И так, мы имеем звонилку, с красивым цветом и формой
9513	negative	Купил телефон с 2-мя маленькими вмятинами на корпусе. При покупке не заметил, так как покупал в подарок и торопился.
9514	positive	Взял для переадресации смс. Очень хорошое соотношение цены и качества.
9522	positive	Приобрел отцу в подарок на ДР. С коробки наклеена защитная пленка. Заряда было 68%, зарядил полностью. Пролежал он овощем 4 дня в столе, съел 8%, в настройках батареи он распланировал, что проработает еще 39 дней. Задняя крышка очень плотно сидит, чувство что монолитный.
9526	neutral	Телефон для такой цены неплохой, может мне просто не повезло с аккумулятором, надеюсь, что проблема  решится по гарантии.
9537	positive	Берите не пожалеете!
9538	positive	Бонус к ниму идёт плёнка наклеяная,и наушники...
9539	positive	Отличный телефон за свои деньги!
9540	positive	Наверное самый дешевый смартфон с такими характеристиками. Рискнул взять и не пожалел, пока доволен всем, а качество снимков основной камеры стало даже приятным сюрпризом. У моего предыдущего бюджетника ARK S502 камера была никакой. Батарейки на день хватает, точно так же как и на предыдущем телефоне, и кстати она 2200, а не 2000. В общем - советую.
9541	positive	Если звонить+немного интернет батареи хватит на 1-1,5 дня; если играть в тяжёлые игры- до обеда может быть.
9542	positive	"Низкий объем батареи решил покупкой портативного аккумулятора, так что особых проблем не возникает. По большей части это телефон для работы, не для длительных использования (просмотра видео, игр). Телефон удобно лежит в руке. Лагов не заметил, тяжелые игры идут хорошо.
На счет камеры, кажется что не дотягивает на 13 мПикс, но по мне камера нужны для работы с текстом, и в этом она справляется отлично, текст на фото очень четкий"
9543	positive	Телефон не совсем оправдал мои ожидания, а касается это именно камеры! При хорошем освещении снимки получаются качественными, но когда фоткаешь при тусклом свете, не говоря уже о темноте, фотографии получаются ужасные из-за шумов! Вообщем если вам нужна хорошая камера на смартфоне, можете даже не брать его! Если же вам неважно какая камера, то берите, незадумавыясь! Вообщем, несмотря на недостатки я доволен покупкой и рекомендую брать!
9544	positive	Отличный телефон советую брать. Пишу отзыв с него удобная клавиатура. Но один минус это батарея
9546	positive	Советую покупать
9570	positive	Стоит купить и не думать что DEPX, чудо за 6700. Очень плавный интерфейс, всё быстро игры все работают.
9583	positive	Нравится смартфон.
9587	positive	Отличный смартфон, очень понравился. Захотелось как-то в Испанию даже :)
9588	positive	По соотношению цена/качество/спеки ничего лучше на рынке не нашел. Покупкой доволен.
9589	neutral	"Пять дней назад, начитавшись положительных отзывов, стал счастливым обладателем BQ-5025 Highway. И кажется поторопился. Наверное, в чём-то он не плох, за 6200; симпатичен, шустрый, тач неплох, 4G LTE (на что и повелся), но...
Камера, действительно, никакая. Старый highscreen alpha rage c 5-мегапиксельной камерой делал фото на порядок лучше. Скайп устанавливается, но видео-звонок не поддерживает. Установил Вибер, но не смог отсканировать код с планшета; камера просто не видит QR-код, нет автофокуса и всё сливается. А камера и видео-звонки бывают очень нужны, из-за этого и брал, купившись на 8 МП и 4G LTE. Присматривался к BQ Strike, подкупала камера в 13 МП, но там 4G нет, увы...
Короче, думаю в течении недели сдать его назад и подобрать что-нибудь другое, может даже чуть дороже."
9591	positive	"Покупал этот смартфон маме на день рождения. После покупки устанавливал и настраивал смарт сам. При настройке очень понравился. 
Все работает очень плавно. Не лагает и не притормаживает. На следующий день решил и себе такой купить и купил:)
Что насчет зарядки, его хватает на 2 полных дня при использовании 2-3 часа на серфинг и остальное на разговоры. С 9 утра до 8 вечера зарядка с 100% упала  до 11% при том, что я телефон с рук не отпускал. Играл в Асфальт, видео на YouTube смотрел, сидел в ВК и переписывался в WhatsApp(e). 
Установил для проверки 2 игры. Миньонов и вышеупомянутый Асфальт. Миньонов тянет на ура, а вот Асфальт только на средних играется без лагов. Качество звука мне очень понравилось. 
Звук обьемный и громкий. В настройках можно менять настройки и настраивать так, как нравится Вам. 
Как и говорил, камера на 13 Мп может и тянет, но есть шумы. Но делать качественные снимки нисколько не мешает.
Экран тоже меня удивил, так как очень все сочно и ярко. С воздушной прослойкой. Наклеена заводская пленка, но очень она уж плюшевая. За 10 дней исцарапалась, как могла. Лучше купить бронь стекло(для этого смартфона есть оригинальный), что я и сделал.
В общем: телефон по цене и качеству отличный. Покупкой доволен, как слон"
9592	positive	В целом смарт стоит своих денег. Дисплей порадовал, цвете не инвертирует, углы обзора отличные. Зарежается быстро. Скажу так, с небольшими недостатками за эти деньги можно смерится а многие недостатки можно пофиксить.
9593	positive	телефон не плохой, но спустя пол года пользования начал сильно глючить ( перезагружается постоянно )
9594	positive	Очень довольна покупкой, отличный смартфон, недорогой и оправдал все ожидания.
9595	positive	покупала в DNS, предварительно выбрав именно его, по характеристикам и отзывам в интернете. Когда пришла в магазин, консультант немного недоумевала, почему именно этот выбор я сделала, предлагала другие модели, говорила, что разочарует, но была не права. Смартфон действительно классный в своем ценовом сегменте, хорошо держит заряд, очень яркий экран, хорошая скорость в интернете, хорошая камера и просто красивый! Лично я очень довольна.
9597	positive	"я полностью довольна,даже не смотря на недостатки. Не приходят оповещения с вк ну и не беда,зато не дергают. 
Купила себе, попользовалась и купила маме точно такой же. 
Мне для моих нужд его хватает с головой. Игры тянет, фотик делает хорошие фото, для инета хватает. 
Телефоном активно пользуюсь"
9599	neutral	Бюджетники походу делать никто так и не научился,качество ужасное,а брать дорогой,Российская Федерация не позволяет...
9600	positive	"И так. Объективный честный отзыв о телефоне. 
В целом, телефон своих 5т.р. стоит. Начинка стандартного бюджетника. Чего-то большего ожидать не следует. Да, для такой цены, наверное камеру лучше чем в этом устройстве, не найти. В остальном же - все стандартно. Люфтит корпус. Нет подсветки управляющих кнопок. Собеседника слышно отлично, но, Вас собеседник будет слышать не очень хорошо. Слабый gps, долгий поиск спутников. Нет otg. Продается с заводской пленкой, из-за неё не очень чувствительный сенсор экрана. Снял пленку, стало лучше, но всё равно, редко, но бывают моменты, когда не срабатывает. Самый главный минус из коробки - НЕ приходят пуш-уведомления от большинства приложений. Решается путем рутирования и конвертирования тех приложений, от которых нужны уведомления, в системные. Это баг самой прошивки, возможно, скоро исправят сами производители. В самой стоковой прошивке - всё чисто, ничего лишнего нет. Без cd карты установил все необходимые в повседневной жизни приложения (около 20шт), осталось место для пары игрушек. Благо, комьюнити у телефона большое. Много кастомных прошивок, патчей и прочего. Итог: получаем в целом не плохой смартфон, не для производительных игр, который в принципе, полностью справляется со всеми нуждами. Живет с утра до вечера при умеренном использовании. С отличной, для своей ценовой категории, камерой. Хорошим экраном."
